label,text
1,rt thenickflores can we just fast forward to april in the california desert on a half dozen different drugs at the best festival on earth
0,why is this lineup bananas coachella
1,i told yall drake was headlining that shit coachella
1,coachella electronic music is wellrepresented caribouband benklock sethtroxler amp more via residentadvisor
-1,so unimpressed by this years coachella line up coachella
1,rt trancepantss if anyone is selling their weekend one ticket for under let me know please thank you coachella
0,rt barron acdc coachella
1,coachella cant wait
0,coachella lineup is out kinda underwhelmed but maybe its because i havent been seeking out new music lately
1,im on that coachella budget and diet till april coachella
-1,fuck coachella when is outsidelands
1,everyones complaining about the coachella lineup and im like coachella dance
0,i heard a rumor that when steely dan plays black cow drake is going to come out and cover uptown baby coachella
1,omg im so effin excited to see belle amp sebastian bellesglasgow coachella
1,see yall coachella
0,domalessio are you djing at coachella under a pseudonym steelydan or reallydom
0,picks and vids for the full coachella lineup acdc tameimpala alabamashakes jackwhite theorwells ryanadams
1,adameget i want this shirt acdc is headining coachella so youme jasongillearn nickyoussef can finally go to the same concert
1,bout to buy my coachella ticket coachella
1,dang coachella i have to get tickets asap
1,pacsun what weve all been waiting for coachella coachella whos going to see drake
1,rt nicolefalvarez i will always love coachella period coachella
0,i didnt even know steely dan were a live band haha i thought they were a meme like gorillaz coachella
0,what is coachella
1,just what i needed thanks coachella coachella coachellaorbust
1,its gna be my first time this year and im super excitteeddd coachella
1,theweeknd makes the lineup look x better coachella
1,id definitely take the sunday lineup ill be there one day coachella
-1,wish i could see the bon scott hologram this year lt a joke no one attending coachella will get
0,the findthebest office are you in so you got it weekend or weekend shuttle pass you got some how many coachella
1,someone please take me to coachella coachella
1,rt mranthonyali literally me right now since people are talking at it still wanna go tho coachella
1,rt mylifeasjackiee uhmm can i go to coachella
1,rt jamiesmole wow coachella lineup in amazing this year coachella coachella coachella
1,who cares about the coachella lineup all i wanna know is the warpedtour full lineup
1,half the people who hate the line up now are going to love the line up by april waitandsee coachella
1,i literally just lost my breath coachella some of my all time favorite musicians this yr looks like im making my first trip back to ca
0,acdc jack white steely dan brand new st lucia and so many more faaack coachella
1,i really wanna go to coachella
1,the lineup for coachella is up omg i wish that i could go
1,now everyone who cant go to coachella sadly dreams of it coachella
0,i would go to coachella see squarepusher then leave coachella
1,even if youre not going the coachella lineup is a great way to discover new music coachella lineup coachella
1,gonna see chetfaker at coachella fuck yea
1,rt sarayemme waking up to the line up is such a good way to start coachella now its a must
1,coachella has dropped its official lineup see you all there coachella
0,coachella lineup is out which means i cant go on social media for the next hrs minimum coachella
0,hopeuproar coachella thats what axstv is for axstv coachella coachella
1,already saw drake in concert but like im tooooo excitedagain coachella
0,for all of you on the standby page may the odds be ever in your favor coachella
1,anyone up to be my sponsor because coachella
0,rt thisjaygreen dan fogelberg staring at his phone waiting for it to ring coachella
1,alright whos taking me to coachella prettyplease
1,a must this year coachella unreallineup lottotomorrow coachella
1,god and the lilbthebasedgod prayersanswered coachella
1,the techno and house at coachella is begging me to attend i have my pass but still deciding thought i had butthat techno
1,lets go coachella
1,ahhhhhh the day ive been waiting for im dying markymark coachella ilovedrake
1,coachella surprises fans with steely dan and acdc on lineup coachella steelydan acdc coachella
1,now i have to cry myself to sleepanother year im missing coachella but somedaysomeday
1,finally gonna see drake coachella
1,see yall at coachella coachella
1,cant chill until i get my ticket tomorrow coachella
0,i wonder whos idea it was to put hozier lykke li kimbra and odesza on different nights smh coachella
1,alesso and the weeknd at coachella should be a good time coachella
1,why arent i going to coachella
1,coachella whattup california april
1,wanna go to coachella festival this year so bad coachella hatefinalyear
1,cant wait to dance the days away with these beautiful ladies alisamariemay kteeoh coachella coachella
1,when weekend is sold out coachella
1,get out just checked the coachella lineup and its drop dead amazing
1,arrrrgggh this needs to be done coachella
1,just have a feeling the coachella lineup will be released today coachella weekend
1,stephanysmith i wanna go to coachella but its like lets fundraise
1,just confirmed im goin for miyayobitxh bday rt queenki im going to keep talking about coachella idc idc idc
1,coachella line up announced amp i am psyched less than months till fjlmcali
1,seriously guys this is going to be amazing axwell ingrosso allofyou coachella april
0,everyones freaking out about ride playing coachella but i saw em in and holy fuck im old coachella coachella coachellalineup
1,i wanna go to cali coachella
-1,rt amattes may the lord be with us all coachella
1,how to see all the bands at coachella stop obsessing about lineup start befriending tall people
1,coachella coachellalineup are you ready
1,nowplaying the official coachella playlist on spotify gearing up
-1,im honestly pretty disappointed by the coachella lineup man might have to do bottlerocknapa instead
1,if anyone has an extra car camping ticket hit me up our group needs one coachella coachella coachellatickets
